posteam,season,down,distance_bucket,score_diff_bucket,time_bucket,pass_count,run_count,total_plays,pass_rate,run_rate
IND,2022,1.0,long,down_7-13,Q2-Q3,28.0,16.0,44,0.6363636363636364,0.36363636363636365
IND,2022,1.0,long,down_7-13,Q3-Q4,18.0,29.0,47,0.3829787234042553,0.6170212765957447
IND,2022,1.0,long,down_1-6,Q2-Q3,19.0,16.0,35,0.5428571428571428,0.45714285714285713
IND,2022,1.0,long,down_1-6,Q3-Q4,9.0,13.0,22,0.4090909090909091,0.5909090909090909
IND,2022,1.0,long,down_1-6,Q4_late,17.0,6.0,23,0.7391304347826086,0.2608695652173913
IND,2022,1.0,long,tied,Q1-Q2,19.0,36.0,55,0.34545454545454546,0.6545454545454545
IND,2022,2.0,long,down_7-13,Q3-Q4,17.0,6.0,23,0.7391304347826086,0.2608695652173913
IND,2022,2.0,long,tied,Q1-Q2,9.0,12.0,21,0.42857142857142855,0.5714285714285714
IND,2023,1.0,long,down_7-13,Q1-Q2,8.0,13.0,21,0.38095238095238093,0.6190476190476191
IND,2023,1.0,long,down_7-13,Q2-Q3,22.0,6.0,28,0.7857142857142857,0.21428571428571427
IND,2023,1.0,long,down_1-6,Q3-Q4,5.0,21.0,26,0.19230769230769232,0.8076923076923077
IND,2023,1.0,long,tied,Q1-Q2,24.0,35.0,59,0.4067796610169492,0.5932203389830508
IND,2023,1.0,long,up_1-6,Q2-Q3,22.0,21.0,43,0.5116279069767442,0.4883720930232558
IND,2023,2.0,medium,tied,Q1-Q2,11.0,10.0,21,0.5238095238095238,0.47619047619047616
IND,2024,1.0,long,down_7-13,Q2-Q3,9.0,13.0,22,0.4090909090909091,0.5909090909090909
IND,2024,1.0,long,down_7-13,Q3-Q4,24.0,20.0,44,0.5454545454545454,0.45454545454545453
IND,2024,1.0,long,down_7-13,Q4_late,35.0,9.0,44,0.7954545454545454,0.20454545454545456
IND,2024,1.0,long,down_1-6,Q2-Q3,8.0,21.0,29,0.27586206896551724,0.7241379310344828
IND,2024,1.0,long,tied,Q1-Q2,25.0,33.0,58,0.43103448275862066,0.5689655172413793
IND,2024,1.0,long,up_1-6,Q2-Q3,10.0,11.0,21,0.47619047619047616,0.5238095238095238
IND,2024,1.0,long,up_1-6,Q3-Q4,9.0,17.0,26,0.34615384615384615,0.6538461538461539
IND,2024,2.0,long,down_7-13,Q4_late,20.0,2.0,22,0.9090909090909091,0.09090909090909091
IND,2025,1.0,long,tied,Q1-Q2,21.0,7.0,28,0.75,0.25
IND,2025,1.0,long,up_1-6,Q1-Q2,8.0,16.0,24,0.3333333333333333,0.6666666666666666
IND,2025,1.0,long,up_7-13,Q2-Q3,18.0,2.0,20,0.9,0.1
JAX,2022,1.0,long,down_14+,Q2-Q3,18.0,13.0,31,0.5806451612903226,0.41935483870967744
JAX,2022,1.0,long,down_14+,Q3-Q4,15.0,7.0,22,0.6818181818181818,0.3181818181818182
JAX,2022,1.0,long,down_7-13,Q1-Q2,13.0,10.0,23,0.5652173913043478,0.43478260869565216
JAX,2022,1.0,long,down_7-13,Q2-Q3,19.0,8.0,27,0.7037037037037037,0.2962962962962963
JAX,2022,1.0,long,down_7-13,Q3-Q4,10.0,10.0,20,0.5,0.5
JAX,2022,1.0,long,down_7-13,Q4_late,16.0,7.0,23,0.6956521739130435,0.30434782608695654
JAX,2022,1.0,long,down_1-6,Q2-Q3,15.0,12.0,27,0.5555555555555556,0.4444444444444444
JAX,2022,1.0,long,down_1-6,Q3-Q4,13.0,19.0,32,0.40625,0.59375
JAX,2022,1.0,long,down_1-6,Q4_late,11.0,15.0,26,0.4230769230769231,0.5769230769230769
JAX,2022,1.0,long,tied,Q1-Q2,28.0,34.0,62,0.45161290322580644,0.5483870967741935
JAX,2022,1.0,long,up_1-6,Q2-Q3,10.0,12.0,22,0.45454545454545453,0.5454545454545454
JAX,2022,1.0,long,up_14+,Q3-Q4,8.0,12.0,20,0.4,0.6
JAX,2023,1.0,long,down_14+,Q3-Q4,25.0,10.0,35,0.7142857142857143,0.2857142857142857
JAX,2023,1.0,long,down_14+,Q4_late,22.0,5.0,27,0.8148148148148148,0.18518518518518517
JAX,2023,1.0,long,down_7-13,Q2-Q3,17.0,10.0,27,0.6296296296296297,0.37037037037037035
JAX,2023,1.0,long,tied,Q1-Q2,21.0,33.0,54,0.3888888888888889,0.6111111111111112
JAX,2023,1.0,long,up_1-6,Q2-Q3,17.0,22.0,39,0.4358974358974359,0.5641025641025641
JAX,2023,1.0,long,up_1-6,Q3-Q4,12.0,14.0,26,0.46153846153846156,0.5384615384615384
JAX,2023,1.0,long,up_7-13,Q2-Q3,13.0,8.0,21,0.6190476190476191,0.38095238095238093
JAX,2023,2.0,long,tied,Q1-Q2,18.0,3.0,21,0.8571428571428571,0.14285714285714285
JAX,2024,1.0,long,down_14+,Q3-Q4,11.0,9.0,20,0.55,0.45
JAX,2024,1.0,long,down_14+,Q4_late,12.0,11.0,23,0.5217391304347826,0.4782608695652174
JAX,2024,1.0,long,down_7-13,Q2-Q3,11.0,14.0,25,0.44,0.56
JAX,2024,1.0,long,down_7-13,Q4_late,16.0,8.0,24,0.6666666666666666,0.3333333333333333
JAX,2024,1.0,long,down_1-6,Q2-Q3,14.0,15.0,29,0.4827586206896552,0.5172413793103449
JAX,2024,1.0,long,down_1-6,Q3-Q4,9.0,18.0,27,0.3333333333333333,0.6666666666666666
JAX,2024,1.0,long,down_1-6,Q4_late,13.0,17.0,30,0.43333333333333335,0.5666666666666667
JAX,2024,1.0,long,tied,Q1-Q2,18.0,30.0,48,0.375,0.625
JAX,2025,1.0,long,tied,Q1-Q2,13.0,12.0,25,0.52,0.48
KC,2022,1.0,long,down_7-13,Q1-Q2,10.0,12.0,22,0.45454545454545453,0.5454545454545454
KC,2022,1.0,long,down_7-13,Q2-Q3,18.0,10.0,28,0.6428571428571429,0.35714285714285715
KC,2022,1.0,long,down_7-13,Q3-Q4,11.0,12.0,23,0.4782608695652174,0.5217391304347826
KC,2022,1.0,long,down_1-6,Q2-Q3,19.0,10.0,29,0.6551724137931034,0.3448275862068966
KC,2022,1.0,long,down_1-6,Q3-Q4,20.0,10.0,30,0.6666666666666666,0.3333333333333333
KC,2022,1.0,long,tied,Q1-Q2,47.0,26.0,73,0.6438356164383562,0.3561643835616438
KC,2022,1.0,long,tied,Q4_late,15.0,17.0,32,0.46875,0.53125
KC,2022,1.0,long,up_1-6,Q1-Q2,23.0,12.0,35,0.6571428571428571,0.34285714285714286
KC,2022,1.0,long,up_1-6,Q2-Q3,26.0,17.0,43,0.6046511627906976,0.3953488372093023
KC,2022,1.0,long,up_1-6,Q3-Q4,14.0,14.0,28,0.5,0.5
KC,2022,1.0,long,up_1-6,Q4_late,8.0,16.0,24,0.3333333333333333,0.6666666666666666
KC,2022,1.0,long,up_7-13,Q2-Q3,17.0,16.0,33,0.5151515151515151,0.48484848484848486
KC,2022,1.0,long,up_7-13,Q4_late,7.0,19.0,26,0.2692307692307692,0.7307692307692307
KC,2023,1.0,long,down_7-13,Q2-Q3,27.0,14.0,41,0.6585365853658537,0.34146341463414637
KC,2023,1.0,long,down_7-13,Q3-Q4,11.0,13.0,24,0.4583333333333333,0.5416666666666666
KC,2023,1.0,long,down_1-6,Q2-Q3,23.0,9.0,32,0.71875,0.28125
KC,2023,1.0,long,down_1-6,Q4_late,12.0,9.0,21,0.5714285714285714,0.42857142857142855
KC,2023,1.0,long,tied,Q1-Q2,39.0,29.0,68,0.5735294117647058,0.4264705882352941
KC,2023,1.0,long,tied,Q2-Q3,12.0,9.0,21,0.5714285714285714,0.42857142857142855
KC,2023,1.0,long,tied,Q3-Q4,13.0,12.0,25,0.52,0.48
KC,2023,1.0,long,up_1-6,Q1-Q2,8.0,12.0,20,0.4,0.6
KC,2023,1.0,long,up_1-6,Q2-Q3,26.0,20.0,46,0.5652173913043478,0.43478260869565216
KC,2023,1.0,long,up_1-6,Q3-Q4,15.0,13.0,28,0.5357142857142857,0.4642857142857143
KC,2023,1.0,long,up_1-6,Q4_late,12.0,24.0,36,0.3333333333333333,0.6666666666666666
KC,2023,1.0,long,up_7-13,Q3-Q4,16.0,14.0,30,0.5333333333333333,0.4666666666666667
KC,2024,1.0,long,down_7-13,Q2-Q3,15.0,10.0,25,0.6,0.4
KC,2024,1.0,long,down_1-6,Q2-Q3,21.0,12.0,33,0.6363636363636364,0.36363636363636365
KC,2024,1.0,long,down_1-6,Q3-Q4,11.0,14.0,25,0.44,0.56
KC,2024,1.0,long,tied,Q1-Q2,35.0,28.0,63,0.5555555555555556,0.4444444444444444
KC,2024,1.0,long,tied,Q4_late,8.0,14.0,22,0.36363636363636365,0.6363636363636364
KC,2024,1.0,long,up_1-6,Q1-Q2,14.0,13.0,27,0.5185185185185185,0.48148148148148145
KC,2024,1.0,long,up_1-6,Q2-Q3,42.0,22.0,64,0.65625,0.34375
KC,2024,1.0,long,up_1-6,Q3-Q4,20.0,24.0,44,0.45454545454545453,0.5454545454545454
KC,2024,1.0,long,up_1-6,Q4_late,6.0,17.0,23,0.2608695652173913,0.7391304347826086
KC,2024,1.0,long,up_7-13,Q4_late,5.0,22.0,27,0.18518518518518517,0.8148148148148148
KC,2024,2.0,long,up_1-6,Q2-Q3,24.0,1.0,25,0.96,0.04
KC,2025,1.0,long,tied,Q1-Q2,9.0,12.0,21,0.42857142857142855,0.5714285714285714
KC,2025,1.0,long,up_1-6,Q2-Q3,12.0,8.0,20,0.6,0.4
LA,2022,1.0,long,down_14+,Q4_late,20.0,6.0,26,0.7692307692307693,0.23076923076923078
LA,2022,1.0,long,down_7-13,Q2-Q3,11.0,13.0,24,0.4583333333333333,0.5416666666666666
LA,2022,1.0,long,down_7-13,Q3-Q4,13.0,10.0,23,0.5652173913043478,0.43478260869565216
LA,2022,1.0,long,down_7-13,Q4_late,18.0,11.0,29,0.6206896551724138,0.3793103448275862
LA,2022,1.0,long,down_1-6,Q2-Q3,21.0,20.0,41,0.5121951219512195,0.4878048780487805
LA,2022,1.0,long,tied,Q1-Q2,25.0,28.0,53,0.4716981132075472,0.5283018867924528
LA,2023,1.0,long,down_7-13,Q1-Q2,15.0,14.0,29,0.5172413793103449,0.4827586206896552
LA,2023,1.0,long,down_7-13,Q2-Q3,12.0,12.0,24,0.5,0.5
LA,2023,1.0,long,down_7-13,Q4_late,20.0,8.0,28,0.7142857142857143,0.2857142857142857
LA,2023,1.0,long,down_1-6,Q2-Q3,15.0,14.0,29,0.5172413793103449,0.4827586206896552
LA,2023,1.0,long,down_1-6,Q3-Q4,8.0,15.0,23,0.34782608695652173,0.6521739130434783
LA,2023,1.0,long,down_1-6,Q4_late,10.0,11.0,21,0.47619047619047616,0.5238095238095238
LA,2023,1.0,long,tied,Q1-Q2,18.0,26.0,44,0.4090909090909091,0.5909090909090909
LA,2023,1.0,long,tied,Q2-Q3,15.0,13.0,28,0.5357142857142857,0.4642857142857143
LA,2023,1.0,long,tied,Q3-Q4,9.0,11.0,20,0.45,0.55
LA,2023,1.0,long,up_1-6,Q2-Q3,14.0,17.0,31,0.45161290322580644,0.5483870967741935
LA,2024,1.0,long,down_7-13,Q1-Q2,10.0,10.0,20,0.5,0.5
LA,2024,1.0,long,down_7-13,Q2-Q3,20.0,14.0,34,0.5882352941176471,0.4117647058823529
LA,2024,1.0,long,down_7-13,Q3-Q4,19.0,11.0,30,0.6333333333333333,0.36666666666666664
LA,2024,1.0,long,down_7-13,Q4_late,23.0,2.0,25,0.92,0.08
LA,2024,1.0,long,down_1-6,Q2-Q3,16.0,23.0,39,0.41025641025641024,0.5897435897435898
LA,2024,1.0,long,down_1-6,Q3-Q4,17.0,25.0,42,0.40476190476190477,0.5952380952380952
LA,2024,1.0,long,tied,Q1-Q2,29.0,23.0,52,0.5576923076923077,0.4423076923076923
LA,2024,1.0,long,tied,Q2-Q3,14.0,11.0,25,0.56,0.44
LA,2024,1.0,long,up_1-6,Q4_late,8.0,13.0,21,0.38095238095238093,0.6190476190476191
LA,2024,2.0,long,tied,Q1-Q2,14.0,10.0,24,0.5833333333333334,0.4166666666666667
LAC,2022,1.0,long,down_7-13,Q2-Q3,18.0,9.0,27,0.6666666666666666,0.3333333333333333
LAC,2022,1.0,long,down_1-6,Q2-Q3,20.0,11.0,31,0.6451612903225806,0.3548387096774194
LAC,2022,1.0,long,down_1-6,Q3-Q4,11.0,12.0,23,0.4782608695652174,0.5217391304347826
LAC,2022,1.0,long,down_1-6,Q4_late,11.0,11.0,22,0.5,0.5
LAC,2022,1.0,long,tied,Q1-Q2,21.0,32.0,53,0.39622641509433965,0.6037735849056604
LAC,2022,1.0,long,up_1-6,Q2-Q3,32.0,22.0,54,0.5925925925925926,0.4074074074074074
LAC,2022,1.0,long,up_1-6,Q3-Q4,17.0,13.0,30,0.5666666666666667,0.43333333333333335
LAC,2023,1.0,long,down_7-13,Q2-Q3,19.0,9.0,28,0.6785714285714286,0.32142857142857145
LAC,2023,1.0,long,down_7-13,Q3-Q4,15.0,20.0,35,0.42857142857142855,0.5714285714285714
LAC,2023,1.0,long,down_1-6,Q3-Q4,15.0,21.0,36,0.4166666666666667,0.5833333333333334
LAC,2023,1.0,long,down_1-6,Q4_late,19.0,7.0,26,0.7307692307692307,0.2692307692307692
LAC,2023,1.0,long,tied,Q1-Q2,25.0,38.0,63,0.3968253968253968,0.6031746031746031
LAC,2023,2.0,medium,tied,Q1-Q2,12.0,9.0,21,0.5714285714285714,0.42857142857142855
LAC,2023,2.0,long,tied,Q1-Q2,14.0,8.0,22,0.6363636363636364,0.36363636363636365
LAC,2024,1.0,long,down_1-6,Q2-Q3,20.0,17.0,37,0.5405405405405406,0.4594594594594595
LAC,2024,1.0,long,tied,Q1-Q2,24.0,36.0,60,0.4,0.6
LAC,2024,1.0,long,up_1-6,Q2-Q3,13.0,15.0,28,0.4642857142857143,0.5357142857142857
LAC,2024,1.0,long,up_1-6,Q3-Q4,9.0,13.0,22,0.4090909090909091,0.5909090909090909
LAC,2024,1.0,long,up_7-13,Q2-Q3,11.0,12.0,23,0.4782608695652174,0.5217391304347826
LAC,2024,1.0,long,up_14+,Q3-Q4,7.0,15.0,22,0.3181818181818182,0.6818181818181818
LAC,2024,2.0,long,tied,Q1-Q2,17.0,3.0,20,0.85,0.15
LAC,2025,1.0,long,tied,Q1-Q2,10.0,12.0,22,0.45454545454545453,0.5454545454545454
LV,2022,1.0,long,down_14+,Q3-Q4,9.0,12.0,21,0.42857142857142855,0.5714285714285714
LV,2022,1.0,long,down_7-13,Q1-Q2,7.0,13.0,20,0.35,0.65
LV,2022,1.0,long,down_7-13,Q2-Q3,19.0,18.0,37,0.5135135135135135,0.4864864864864865
LV,2022,1.0,long,down_7-13,Q4_late,21.0,5.0,26,0.8076923076923077,0.19230769230769232
LV,2022,1.0,long,down_1-6,Q3-Q4,12.0,14.0,26,0.46153846153846156,0.5384615384615384
LV,2022,1.0,long,down_1-6,Q4_late,14.0,9.0,23,0.6086956521739131,0.391304347826087
LV,2022,1.0,long,tied,Q1-Q2,21.0,33.0,54,0.3888888888888889,0.6111111111111112
LV,2022,1.0,long,up_1-6,Q3-Q4,12.0,12.0,24,0.5,0.5
LV,2022,1.0,long,up_1-6,Q4_late,7.0,13.0,20,0.35,0.65
LV,2022,1.0,long,up_7-13,Q2-Q3,8.0,12.0,20,0.4,0.6
LV,2022,2.0,long,tied,Q1-Q2,16.0,6.0,22,0.7272727272727273,0.2727272727272727
LV,2023,1.0,long,down_14+,Q4_late,20.0,6.0,26,0.7692307692307693,0.23076923076923078
LV,2023,1.0,long,down_7-13,Q4_late,25.0,4.0,29,0.8620689655172413,0.13793103448275862
LV,2023,1.0,long,down_1-6,Q2-Q3,8.0,16.0,24,0.3333333333333333,0.6666666666666666
LV,2023,1.0,long,tied,Q1-Q2,31.0,27.0,58,0.5344827586206896,0.46551724137931033
LV,2023,1.0,long,up_1-6,Q2-Q3,15.0,12.0,27,0.5555555555555556,0.4444444444444444
LV,2023,2.0,long,tied,Q1-Q2,16.0,6.0,22,0.7272727272727273,0.2727272727272727
LV,2024,1.0,long,down_14+,Q4_late,38.0,0.0,38,1.0,0.0
LV,2024,1.0,long,down_7-13,Q2-Q3,13.0,14.0,27,0.48148148148148145,0.5185185185185185
LV,2024,1.0,long,down_7-13,Q3-Q4,10.0,19.0,29,0.3448275862068966,0.6551724137931034
LV,2024,1.0,long,down_7-13,Q4_late,32.0,7.0,39,0.8205128205128205,0.1794871794871795
LV,2024,1.0,long,down_1-6,Q2-Q3,21.0,10.0,31,0.6774193548387096,0.3225806451612903
LV,2024,1.0,long,down_1-6,Q3-Q4,11.0,14.0,25,0.44,0.56
LV,2024,1.0,long,tied,Q1-Q2,26.0,18.0,44,0.5909090909090909,0.4090909090909091
LV,2024,1.0,long,tied,Q2-Q3,19.0,8.0,27,0.7037037037037037,0.2962962962962963
LV,2024,2.0,long,down_7-13,Q3-Q4,13.0,7.0,20,0.65,0.35
LV,2025,1.0,long,tied,Q1-Q2,11.0,10.0,21,0.5238095238095238,0.47619047619047616
MIA,2022,1.0,long,down_7-13,Q1-Q2,10.0,14.0,24,0.4166666666666667,0.5833333333333334
MIA,2022,1.0,long,down_7-13,Q2-Q3,22.0,17.0,39,0.5641025641025641,0.4358974358974359
MIA,2022,1.0,long,down_1-6,Q2-Q3,13.0,10.0,23,0.5652173913043478,0.43478260869565216
MIA,2022,1.0,long,down_1-6,Q3-Q4,8.0,17.0,25,0.32,0.68
MIA,2022,1.0,long,down_1-6,Q4_late,14.0,12.0,26,0.5384615384615384,0.46153846153846156
MIA,2022,1.0,long,tied,Q1-Q2,25.0,23.0,48,0.5208333333333334,0.4791666666666667
MIA,2022,1.0,long,tied,Q2-Q3,11.0,15.0,26,0.4230769230769231,0.5769230769230769
MIA,2023,1.0,long,down_14+,Q3-Q4,10.0,11.0,21,0.47619047619047616,0.5238095238095238
MIA,2023,1.0,long,down_7-13,Q1-Q2,11.0,11.0,22,0.5,0.5
