game_id,season,week,gameday,away_team,home_team,away_ol_grade,home_ol_grade,away_dl_grade,home_dl_grade,pressure_edge_away,pressure_edge_home,net_pressure_advantage,spread_line,total_line,away_score,home_score,actual_spread,point_differential,spread_result,total_result
2023_04_LA_IND,2023,4,2023-10-01,LA,IND,62.5,71.7,77.5,79.4,5.799999999999997,16.900000000000006,11.100000000000009,-1.0,44.5,29.0,23.0,-6.0,-6.0,AWAY_COVER,OVER
2023_04_TB_NO,2023,4,2023-10-01,TB,NO,70.6,55.7,74.9,69.2,19.200000000000003,-1.3999999999999915,-20.599999999999994,4.0,41.0,26.0,9.0,-17.0,-17.0,AWAY_COVER,UNDER
2023_04_WAS_PHI,2023,4,2023-10-01,WAS,PHI,67.0,76.6,67.0,80.0,-9.599999999999994,13.0,22.599999999999994,9.5,43.0,31.0,34.0,3.0,3.0,AWAY_COVER,OVER
2023_04_CIN_TEN,2023,4,2023-10-01,CIN,TEN,58.8,57.1,76.2,70.6,19.1,11.799999999999997,-7.300000000000004,-2.5,41.5,3.0,27.0,24.0,24.0,HOME_COVER,UNDER
2023_04_LV_LAC,2023,4,2023-10-01,LV,LAC,68.5,68.3,75.3,71.9,7.0,3.4000000000000057,-3.5999999999999943,7.0,49.0,17.0,24.0,7.0,7.0,AWAY_COVER,UNDER
2023_04_NE_DAL,2023,4,2023-10-01,NE,DAL,50.9,69.5,62.2,90.9,-7.299999999999997,40.00000000000001,47.300000000000004,6.5,43.0,3.0,38.0,35.0,35.0,HOME_COVER,UNDER
2023_04_KC_NYJ,2023,4,2023-10-01,KC,NYJ,71.1,48.4,76.0,81.8,27.6,10.700000000000003,-16.9,-9.5,41.5,23.0,20.0,-3.0,-3.0,HOME_COVER,OVER
2023_04_SEA_NYG,2023,4,2023-10-02,SEA,NYG,52.9,43.4,79.4,66.1,36.00000000000001,13.199999999999996,-22.80000000000001,-2.5,46.5,24.0,3.0,-21.0,-21.0,AWAY_COVER,UNDER
2023_05_CHI_WAS,2023,5,2023-10-05,CHI,WAS,57.3,67.0,59.1,67.0,-7.899999999999999,9.700000000000003,17.6,6.0,45.5,40.0,20.0,-20.0,-20.0,AWAY_COVER,OVER
2023_05_JAX_BUF,2023,5,2023-10-08,JAX,BUF,59.6,70.5,64.5,76.4,-6.0,16.800000000000004,22.800000000000004,5.5,48.5,25.0,20.0,-5.0,-5.0,AWAY_COVER,UNDER
2023_05_CAR_DET,2023,5,2023-10-08,CAR,DET,53.6,69.4,71.5,74.8,2.0999999999999943,21.199999999999996,19.1,9.5,43.5,24.0,42.0,18.0,18.0,HOME_COVER,OVER
2023_05_TEN_IND,2023,5,2023-10-08,TEN,IND,57.1,71.7,70.6,79.4,-1.1000000000000085,22.300000000000004,23.400000000000013,-2.5,43.5,16.0,23.0,7.0,7.0,HOME_COVER,UNDER
2023_05_NYG_MIA,2023,5,2023-10-08,NYG,MIA,43.4,65.7,66.1,84.1,0.3999999999999915,40.699999999999996,40.300000000000004,12.5,47.5,16.0,31.0,15.0,15.0,HOME_COVER,UNDER
2023_05_NO_NE,2023,5,2023-10-08,NO,NE,55.7,50.9,69.2,62.2,18.300000000000004,6.5,-11.800000000000004,2.5,38.5,34.0,0.0,-34.0,-34.0,AWAY_COVER,UNDER
2023_05_PHI_LA,2023,5,2023-10-08,PHI,LA,76.6,62.5,80.0,77.5,17.5,0.9000000000000057,-16.599999999999994,-3.5,50.5,23.0,14.0,-9.0,-9.0,AWAY_COVER,UNDER
2023_05_NYJ_DEN,2023,5,2023-10-08,NYJ,DEN,48.4,72.7,81.8,69.8,9.099999999999994,21.4,12.300000000000004,2.5,42.5,31.0,21.0,-10.0,-10.0,AWAY_COVER,OVER
2023_05_KC_MIN,2023,5,2023-10-08,KC,MIN,71.1,74.4,76.0,59.9,1.5999999999999943,-11.199999999999996,-12.79999999999999,-3.5,52.5,27.0,20.0,-7.0,-7.0,AWAY_COVER,UNDER
2023_05_DAL_SF,2023,5,2023-10-08,DAL,SF,69.5,57.2,90.9,90.0,33.7,20.5,-13.200000000000003,3.5,45.0,10.0,42.0,32.0,32.0,HOME_COVER,OVER
2023_05_GB_LV,2023,5,2023-10-09,GB,LV,70.1,68.5,75.5,75.3,7.0,5.200000000000003,-1.7999999999999972,1.0,45.0,13.0,17.0,4.0,4.0,HOME_COVER,UNDER
2023_06_DEN_KC,2023,6,2023-10-12,DEN,KC,72.7,71.1,69.8,76.0,-1.2999999999999972,3.299999999999997,4.599999999999994,10.5,47.5,8.0,19.0,11.0,11.0,HOME_COVER,UNDER
2023_06_WAS_ATL,2023,6,2023-10-15,WAS,ATL,67.0,74.2,67.0,64.6,-7.200000000000003,-2.4000000000000057,4.799999999999997,1.5,42.0,24.0,16.0,-8.0,-8.0,AWAY_COVER,UNDER
2023_06_MIN_CHI,2023,6,2023-10-15,MIN,CHI,74.4,57.3,59.9,59.1,2.6000000000000014,-15.300000000000004,-17.900000000000006,-3.0,44.5,19.0,13.0,-6.0,-6.0,AWAY_COVER,UNDER
2023_06_SEA_CIN,2023,6,2023-10-15,SEA,CIN,52.9,58.8,79.4,76.2,20.60000000000001,23.300000000000004,2.6999999999999957,3.0,45.5,13.0,17.0,4.0,4.0,HOME_COVER,UNDER
2023_06_IND_JAX,2023,6,2023-10-15,IND,JAX,71.7,59.6,79.4,64.5,19.800000000000004,-7.200000000000003,-27.000000000000007,4.0,44.0,20.0,37.0,17.0,17.0,HOME_COVER,OVER
2023_06_CAR_MIA,2023,6,2023-10-15,CAR,MIA,53.6,65.7,71.5,84.1,5.799999999999997,30.499999999999993,24.699999999999996,14.0,47.5,21.0,42.0,21.0,21.0,HOME_COVER,OVER
2023_06_NE_LV,2023,6,2023-10-15,NE,LV,50.9,68.5,62.2,75.3,-6.299999999999997,24.4,30.699999999999996,3.0,41.5,17.0,21.0,4.0,4.0,HOME_COVER,UNDER
2023_06_PHI_NYJ,2023,6,2023-10-15,PHI,NYJ,76.6,48.4,80.0,81.8,31.6,5.200000000000003,-26.4,-6.5,43.0,14.0,20.0,6.0,6.0,HOME_COVER,UNDER
2023_06_DET_TB,2023,6,2023-10-15,DET,TB,69.4,70.6,74.8,74.9,4.200000000000003,5.5,1.2999999999999972,-3.0,43.5,20.0,6.0,-14.0,-14.0,AWAY_COVER,UNDER
2023_06_NYG_BUF,2023,6,2023-10-15,NYG,BUF,43.4,70.5,66.1,76.4,-4.400000000000006,33.00000000000001,37.40000000000001,15.5,43.5,9.0,14.0,5.0,5.0,AWAY_COVER,UNDER
2023_06_DAL_LAC,2023,6,2023-10-16,DAL,LAC,69.5,68.3,90.9,71.9,22.60000000000001,2.4000000000000057,-20.200000000000003,-1.5,49.5,20.0,17.0,-3.0,-3.0,AWAY_COVER,UNDER
2023_07_JAX_NO,2023,7,2023-10-19,JAX,NO,59.6,55.7,64.5,69.2,8.799999999999997,9.600000000000001,0.8000000000000043,2.5,41.0,31.0,24.0,-7.0,-7.0,AWAY_COVER,OVER
2023_07_LV_CHI,2023,7,2023-10-22,LV,CHI,68.5,57.3,75.3,59.1,18.0,-9.399999999999999,-27.4,-2.5,38.5,12.0,30.0,18.0,18.0,HOME_COVER,OVER
2023_07_BUF_NE,2023,7,2023-10-22,BUF,NE,70.5,50.9,76.4,62.2,25.500000000000007,-8.299999999999997,-33.800000000000004,-7.5,41.0,25.0,29.0,4.0,4.0,HOME_COVER,OVER
2023_07_WAS_NYG,2023,7,2023-10-22,WAS,NYG,67.0,43.4,67.0,66.1,23.6,-0.9000000000000057,-24.500000000000007,-3.0,37.0,7.0,14.0,7.0,7.0,HOME_COVER,UNDER
2023_07_ATL_TB,2023,7,2023-10-22,ATL,TB,74.2,70.6,64.6,74.9,-6.0,0.7000000000000028,6.700000000000003,3.0,37.5,16.0,13.0,-3.0,-3.0,AWAY_COVER,UNDER
2023_07_PIT_LA,2023,7,2023-10-22,PIT,LA,45.2,62.5,88.1,77.5,25.599999999999994,32.3,6.700000000000003,3.5,44.0,24.0,17.0,-7.0,-7.0,AWAY_COVER,UNDER
2023_07_GB_DEN,2023,7,2023-10-22,GB,DEN,70.1,72.7,75.5,69.8,2.799999999999997,-0.29999999999999716,-3.0999999999999943,1.5,44.0,17.0,19.0,2.0,2.0,HOME_COVER,UNDER
2023_07_LAC_KC,2023,7,2023-10-22,LAC,KC,68.3,71.1,71.9,76.0,0.8000000000000114,7.700000000000003,6.8999999999999915,5.5,48.5,17.0,31.0,14.0,14.0,HOME_COVER,UNDER
2023_07_MIA_PHI,2023,7,2023-10-22,MIA,PHI,65.7,76.6,84.1,80.0,7.5,14.299999999999997,6.799999999999997,3.0,52.0,17.0,31.0,14.0,14.0,HOME_COVER,UNDER
2023_07_SF_MIN,2023,7,2023-10-23,SF,MIN,57.2,74.4,90.0,59.9,15.599999999999994,2.6999999999999957,-12.899999999999999,-7.0,44.5,17.0,22.0,5.0,5.0,HOME_COVER,UNDER
2023_08_TB_BUF,2023,8,2023-10-26,TB,BUF,70.6,70.5,74.9,76.4,4.400000000000006,5.800000000000011,1.4000000000000057,10.0,43.0,18.0,24.0,6.0,6.0,AWAY_COVER,UNDER
2023_08_LA_DAL,2023,8,2023-10-29,LA,DAL,62.5,69.5,77.5,90.9,8.0,28.400000000000006,20.400000000000006,6.5,44.5,20.0,43.0,23.0,23.0,HOME_COVER,OVER
2023_08_MIN_GB,2023,8,2023-10-29,MIN,GB,74.4,70.1,59.9,75.5,-10.199999999999996,1.0999999999999943,11.29999999999999,-1.0,41.5,24.0,10.0,-14.0,-14.0,AWAY_COVER,UNDER
2023_08_NO_IND,2023,8,2023-10-29,NO,IND,55.7,71.7,69.2,79.4,-2.5,23.700000000000003,26.200000000000003,-2.0,43.5,38.0,27.0,-11.0,-11.0,AWAY_COVER,OVER
2023_08_NE_MIA,2023,8,2023-10-29,NE,MIA,50.9,65.7,62.2,84.1,-3.5,33.199999999999996,36.699999999999996,7.5,46.5,17.0,31.0,14.0,14.0,HOME_COVER,OVER
2023_08_NYJ_NYG,2023,8,2023-10-29,NYJ,NYG,48.4,43.4,81.8,66.1,38.4,17.699999999999996,-20.700000000000003,-3.0,35.0,13.0,10.0,-3.0,-3.0,AWAY_COVER,UNDER
2023_08_JAX_PIT,2023,8,2023-10-29,JAX,PIT,59.6,45.2,64.5,88.1,19.299999999999997,28.499999999999993,9.199999999999996,-2.5,41.0,20.0,10.0,-10.0,-10.0,AWAY_COVER,UNDER
2023_08_ATL_TEN,2023,8,2023-10-29,ATL,TEN,74.2,57.1,64.6,70.6,7.499999999999993,-3.6000000000000085,-11.100000000000001,-2.5,35.0,23.0,28.0,5.0,5.0,HOME_COVER,OVER
2023_08_PHI_WAS,2023,8,2023-10-29,PHI,WAS,76.6,67.0,80.0,67.0,13.0,-9.599999999999994,-22.599999999999994,-7.0,42.5,38.0,31.0,-7.0,-7.0,AWAY_COVER,OVER
2023_08_KC_DEN,2023,8,2023-10-29,KC,DEN,71.1,72.7,76.0,69.8,3.299999999999997,-1.2999999999999972,-4.599999999999994,-7.0,45.5,9.0,24.0,15.0,15.0,HOME_COVER,UNDER
2023_08_CIN_SF,2023,8,2023-10-29,CIN,SF,58.8,57.2,76.2,90.0,19.0,31.200000000000003,12.200000000000003,4.0,44.0,31.0,17.0,-14.0,-14.0,AWAY_COVER,OVER
2023_08_CHI_LAC,2023,8,2023-10-29,CHI,LAC,57.3,68.3,59.1,71.9,-9.199999999999996,14.600000000000009,23.800000000000004,9.5,46.0,13.0,30.0,17.0,17.0,HOME_COVER,UNDER
2023_08_LV_DET,2023,8,2023-10-30,LV,DET,68.5,69.4,75.3,74.8,5.8999999999999915,6.299999999999997,0.4000000000000057,7.0,46.0,14.0,26.0,12.0,12.0,HOME_COVER,UNDER
2023_09_TEN_PIT,2023,9,2023-11-02,TEN,PIT,57.1,45.2,70.6,88.1,25.39999999999999,30.999999999999993,5.600000000000001,3.5,37.0,16.0,20.0,4.0,4.0,HOME_COVER,UNDER
2023_09_MIA_KC,2023,9,2023-11-05,MIA,KC,65.7,71.1,84.1,76.0,13.0,10.299999999999997,-2.700000000000003,1.0,51.0,14.0,21.0,7.0,7.0,HOME_COVER,UNDER
2023_09_MIN_ATL,2023,9,2023-11-05,MIN,ATL,74.4,74.2,59.9,64.6,-14.300000000000004,-9.800000000000011,4.499999999999993,3.5,38.5,31.0,28.0,-3.0,-3.0,AWAY_COVER,OVER
2023_09_LA_GB,2023,9,2023-11-05,LA,GB,62.5,70.1,77.5,75.5,7.400000000000006,13.0,5.599999999999994,3.5,38.0,3.0,20.0,17.0,17.0,HOME_COVER,UNDER
2023_09_WAS_NE,2023,9,2023-11-05,WAS,NE,67.0,50.9,67.0,62.2,16.1,-4.799999999999997,-20.9,2.5,40.5,20.0,17.0,-3.0,-3.0,AWAY_COVER,UNDER
2023_09_CHI_NO,2023,9,2023-11-05,CHI,NO,57.3,55.7,59.1,69.2,3.3999999999999986,11.900000000000006,8.500000000000007,9.0,42.0,17.0,24.0,7.0,7.0,AWAY_COVER,UNDER
2023_09_IND_CAR,2023,9,2023-11-05,IND,CAR,71.7,53.6,79.4,71.5,25.800000000000004,-0.20000000000000284,-26.000000000000007,-1.5,45.0,27.0,13.0,-14.0,-14.0,AWAY_COVER,UNDER
2023_09_NYG_LV,2023,9,2023-11-05,NYG,LV,43.4,68.5,66.1,75.3,-2.4000000000000057,31.9,34.300000000000004,1.0,38.5,6.0,30.0,24.0,24.0,HOME_COVER,UNDER
2023_09_DAL_PHI,2023,9,2023-11-05,DAL,PHI,69.5,76.6,90.9,80.0,14.300000000000011,10.5,-3.8000000000000114,3.5,46.5,23.0,28.0,5.0,5.0,HOME_COVER,OVER
2023_09_BUF_CIN,2023,9,2023-11-05,BUF,CIN,70.5,58.8,76.4,76.2,17.60000000000001,5.700000000000003,-11.900000000000006,1.5,51.0,18.0,24.0,6.0,6.0,HOME_COVER,UNDER
2023_09_LAC_NYJ,2023,9,2023-11-06,LAC,NYJ,68.3,48.4,71.9,81.8,23.500000000000007,13.5,-10.000000000000007,-3.0,41.0,27.0,6.0,-21.0,-21.0,AWAY_COVER,UNDER
2023_10_CAR_CHI,2023,10,2023-11-09,CAR,CHI,53.6,57.3,71.5,59.1,14.200000000000003,5.5,-8.700000000000003,3.0,38.0,13.0,16.0,3.0,3.0,AWAY_COVER,UNDER
2023_10_IND_NE,2023,10,2023-11-12,IND,NE,71.7,50.9,79.4,62.2,28.500000000000007,-9.5,-38.00000000000001,-1.0,42.0,10.0,6.0,-4.0,-4.0,AWAY_COVER,UNDER
2023_10_SF_JAX,2023,10,2023-11-12,SF,JAX,57.2,59.6,90.0,64.5,30.4,7.299999999999997,-23.1,-3.0,44.5,34.0,3.0,-31.0,-31.0,AWAY_COVER,UNDER
2023_10_NO_MIN,2023,10,2023-11-12,NO,MIN,55.7,74.4,69.2,59.9,-5.200000000000003,4.199999999999996,9.399999999999999,-3.0,41.0,19.0,27.0,8.0,8.0,HOME_COVER,OVER
2023_10_GB_PIT,2023,10,2023-11-12,GB,PIT,70.1,45.2,75.5,88.1,30.299999999999997,18.0,-12.299999999999997,3.0,38.5,19.0,23.0,4.0,4.0,HOME_COVER,OVER
2023_10_TEN_TB,2023,10,2023-11-12,TEN,TB,57.1,70.6,70.6,74.9,0.0,17.800000000000004,17.800000000000004,2.5,39.5,6.0,20.0,14.0,14.0,HOME_COVER,UNDER
2023_10_DET_LAC,2023,10,2023-11-12,DET,LAC,69.4,68.3,74.8,71.9,6.5,2.5,-4.0,-2.5,48.5,41.0,38.0,-3.0,-3.0,AWAY_COVER,OVER
2023_10_NYG_DAL,2023,10,2023-11-12,NYG,DAL,43.4,69.5,66.1,90.9,-3.4000000000000057,47.50000000000001,50.90000000000001,17.5,38.5,17.0,49.0,32.0,32.0,HOME_COVER,OVER
2023_10_WAS_SEA,2023,10,2023-11-12,WAS,SEA,67.0,52.9,67.0,79.4,14.100000000000001,12.400000000000006,-1.6999999999999957,6.0,44.0,26.0,29.0,3.0,3.0,AWAY_COVER,OVER
2023_10_NYJ_LV,2023,10,2023-11-12,NYJ,LV,48.4,68.5,81.8,75.3,13.299999999999997,26.9,13.600000000000001,-1.0,35.5,12.0,16.0,4.0,4.0,HOME_COVER,UNDER
2023_10_DEN_BUF,2023,10,2023-11-13,DEN,BUF,72.7,70.5,69.8,76.4,-0.7000000000000028,3.700000000000003,4.400000000000006,7.5,47.5,24.0,22.0,-2.0,-2.0,AWAY_COVER,UNDER
2023_11_DAL_CAR,2023,11,2023-11-19,DAL,CAR,69.5,53.6,90.9,71.5,37.300000000000004,2.0,-35.300000000000004,-11.0,43.0,33.0,10.0,-23.0,-23.0,AWAY_COVER,UNDER
2023_11_CHI_DET,2023,11,2023-11-19,CHI,DET,57.3,69.4,59.1,74.8,-10.300000000000004,17.5,27.800000000000004,8.0,48.0,26.0,31.0,5.0,5.0,AWAY_COVER,OVER
2023_11_LAC_GB,2023,11,2023-11-19,LAC,GB,68.3,70.1,71.9,75.5,1.8000000000000114,7.200000000000003,5.3999999999999915,-3.0,44.0,20.0,23.0,3.0,3.0,HOME_COVER,UNDER
2023_11_TEN_JAX,2023,11,2023-11-19,TEN,JAX,57.1,59.6,70.6,64.5,10.999999999999993,7.399999999999999,-3.5999999999999943,6.5,40.0,14.0,34.0,20.0,20.0,HOME_COVER,OVER
2023_11_LV_MIA,2023,11,2023-11-19,LV,MIA,68.5,65.7,75.3,84.1,9.599999999999994,15.599999999999994,6.0,14.0,44.5,13.0,20.0,7.0,7.0,AWAY_COVER,UNDER
2023_11_NYG_WAS,2023,11,2023-11-19,NYG,WAS,43.4,67.0,66.1,67.0,-0.9000000000000057,23.6,24.500000000000007,7.5,39.0,31.0,19.0,-12.0,-12.0,AWAY_COVER,OVER
2023_11_TB_SF,2023,11,2023-11-19,TB,SF,70.6,57.2,74.9,90.0,17.700000000000003,19.400000000000006,1.7000000000000028,13.5,41.5,14.0,27.0,13.0,13.0,AWAY_COVER,UNDER
2023_11_NYJ_BUF,2023,11,2023-11-19,NYJ,BUF,48.4,70.5,81.8,76.4,11.299999999999997,28.000000000000007,16.70000000000001,8.0,39.5,6.0,32.0,26.0,26.0,HOME_COVER,UNDER
2023_11_SEA_LA,2023,11,2023-11-19,SEA,LA,52.9,62.5,79.4,77.5,16.900000000000006,24.6,7.699999999999996,2.5,45.0,16.0,17.0,1.0,1.0,AWAY_COVER,UNDER
2023_11_MIN_DEN,2023,11,2023-11-19,MIN,DEN,74.4,72.7,59.9,69.8,-12.800000000000004,-4.6000000000000085,8.199999999999996,2.5,43.5,20.0,21.0,1.0,1.0,AWAY_COVER,UNDER
2023_11_PHI_KC,2023,11,2023-11-20,PHI,KC,76.6,71.1,80.0,76.0,8.900000000000006,-0.5999999999999943,-9.5,2.5,46.0,21.0,17.0,-4.0,-4.0,AWAY_COVER,UNDER
2023_12_GB_DET,2023,12,2023-11-23,GB,DET,70.1,69.4,75.5,74.8,6.099999999999994,4.700000000000003,-1.3999999999999915,8.5,47.0,29.0,22.0,-7.0,-7.0,AWAY_COVER,OVER
2023_12_WAS_DAL,2023,12,2023-11-23,WAS,DAL,67.0,69.5,67.0,90.9,-2.5,23.900000000000006,26.400000000000006,13.0,48.0,10.0,45.0,35.0,35.0,HOME_COVER,OVER
2023_12_SF_SEA,2023,12,2023-11-23,SF,SEA,57.2,52.9,90.0,79.4,37.1,22.200000000000003,-14.899999999999999,-7.0,43.5,31.0,13.0,-18.0,-18.0,AWAY_COVER,OVER
2023_12_MIA_NYJ,2023,12,2023-11-24,MIA,NYJ,65.7,48.4,84.1,81.8,35.699999999999996,16.099999999999994,-19.6,-9.5,40.0,34.0,13.0,-21.0,-21.0,AWAY_COVER,OVER
2023_12_NO_ATL,2023,12,2023-11-26,NO,ATL,55.7,74.2,69.2,64.6,-5.0,8.899999999999991,13.899999999999991,-2.0,42.0,15.0,24.0,9.0,9.0,HOME_COVER,UNDER
2023_12_PIT_CIN,2023,12,2023-11-26,PIT,CIN,45.2,58.8,88.1,76.2,29.299999999999997,31.0,1.7000000000000028,-2.0,36.0,16.0,10.0,-6.0,-6.0,AWAY_COVER,UNDER
2023_12_TB_IND,2023,12,2023-11-26,TB,IND,70.6,71.7,74.9,79.4,3.200000000000003,8.800000000000011,5.6000000000000085,2.5,45.0,20.0,27.0,7.0,7.0,HOME_COVER,OVER
2023_12_NE_NYG,2023,12,2023-11-26,NE,NYG,50.9,43.4,62.2,66.1,18.800000000000004,15.199999999999996,-3.6000000000000085,-4.5,36.5,7.0,10.0,3.0,3.0,HOME_COVER,UNDER
2023_12_CAR_TEN,2023,12,2023-11-26,CAR,TEN,53.6,57.1,71.5,70.6,14.399999999999999,16.999999999999993,2.5999999999999943,3.5,36.0,10.0,17.0,7.0,7.0,HOME_COVER,UNDER
2023_12_KC_LV,2023,12,2023-11-26,KC,LV,71.1,68.5,76.0,75.3,7.5,4.200000000000003,-3.299999999999997,-9.0,42.5,31.0,17.0,-14.0,-14.0,AWAY_COVER,OVER
2023_12_BUF_PHI,2023,12,2023-11-26,BUF,PHI,70.5,76.6,76.4,80.0,-0.19999999999998863,9.5,9.699999999999989,2.5,49.0,34.0,37.0,3.0,3.0,HOME_COVER,OVER
2023_12_CHI_MIN,2023,12,2023-11-27,CHI,MIN,57.3,74.4,59.1,59.9,-15.300000000000004,2.6000000000000014,17.900000000000006,3.0,43.5,12.0,10.0,-2.0,-2.0,AWAY_COVER,UNDER
2023_13_SEA_DAL,2023,13,2023-11-30,SEA,DAL,52.9,69.5,79.4,90.9,9.900000000000006,38.00000000000001,28.1,9.5,47.5,35.0,41.0,6.0,6.0,AWAY_COVER,OVER
2023_13_LAC_NE,2023,13,2023-12-03,LAC,NE,68.3,50.9,71.9,62.2,21.000000000000007,-6.099999999999994,-27.1,-4.5,38.5,6.0,0.0,-6.0,-6.0,AWAY_COVER,UNDER
2023_13_DET_NO,2023,13,2023-12-03,DET,NO,69.4,55.7,74.8,69.2,19.099999999999994,-0.20000000000000284,-19.299999999999997,-4.0,47.5,33.0,28.0,-5.0,-5.0,AWAY_COVER,OVER
2023_13_ATL_NYJ,2023,13,2023-12-03,ATL,NYJ,74.2,48.4,64.6,81.8,16.199999999999996,7.599999999999994,-8.600000000000001,-2.0,33.0,13.0,8.0,-5.0,-5.0,AWAY_COVER,UNDER
2023_13_IND_TEN,2023,13,2023-12-03,IND,TEN,71.7,57.1,79.4,70.6,22.300000000000004,-1.1000000000000085,-23.400000000000013,-1.5,42.0,31.0,28.0,-3.0,-3.0,AWAY_COVER,OVER
2023_13_MIA_WAS,2023,13,2023-12-03,MIA,WAS,65.7,67.0,84.1,67.0,17.099999999999994,1.2999999999999972,-15.799999999999997,-8.5,50.0,45.0,15.0,-30.0,-30.0,AWAY_COVER,OVER
2023_13_CAR_TB,2023,13,2023-12-03,CAR,TB,53.6,70.6,71.5,74.9,0.9000000000000057,21.300000000000004,20.4,4.0,37.0,18.0,21.0,3.0,3.0,AWAY_COVER,OVER
2023_13_SF_PHI,2023,13,2023-12-03,SF,PHI,57.2,76.6,90.0,80.0,13.400000000000006,22.799999999999997,9.399999999999991,-3.0,46.5,42.0,19.0,-23.0,-23.0,AWAY_COVER,OVER
2023_13_KC_GB,2023,13,2023-12-03,KC,GB,71.1,70.1,76.0,75.5,5.900000000000006,4.400000000000006,-1.5,-5.5,43.5,19.0,27.0,8.0,8.0,HOME_COVER,OVER
2023_13_CIN_JAX,2023,13,2023-12-04,CIN,JAX,58.8,59.6,76.2,64.5,16.6,5.700000000000003,-10.899999999999999,10.0,41.0,34.0,31.0,-3.0,-3.0,AWAY_COVER,OVER
2023_14_NE_PIT,2023,14,2023-12-07,NE,PIT,50.9,45.2,62.2,88.1,17.0,37.199999999999996,20.199999999999996,6.0,30.0,21.0,18.0,-3.0,-3.0,AWAY_COVER,OVER
2023_14_TB_ATL,2023,14,2023-12-10,TB,ATL,70.6,74.2,74.9,64.6,0.7000000000000028,-6.0,-6.700000000000003,1.5,41.5,29.0,25.0,-4.0,-4.0,AWAY_COVER,OVER
2023_14_DET_CHI,2023,14,2023-12-10,DET,CHI,69.4,57.3,74.8,59.1,17.5,-10.300000000000004,-27.800000000000004,-3.0,44.5,13.0,28.0,15.0,15.0,HOME_COVER,UNDER
2023_14_IND_CIN,2023,14,2023-12-10,IND,CIN,71.7,58.8,79.4,76.2,20.60000000000001,4.5,-16.10000000000001,3.0,45.0,14.0,34.0,20.0,20.0,HOME_COVER,OVER
2023_14_CAR_NO,2023,14,2023-12-10,CAR,NO,53.6,55.7,71.5,69.2,15.799999999999997,15.600000000000001,-0.19999999999999574,5.5,39.0,6.0,28.0,22.0,22.0,HOME_COVER,UNDER
2023_14_MIN_LV,2023,14,2023-12-10,MIN,LV,74.4,68.5,59.9,75.3,-8.600000000000001,0.8999999999999915,9.499999999999993,-3.0,40.5,3.0,0.0,-3.0,-3.0,AWAY_COVER,UNDER
2023_14_SEA_SF,2023,14,2023-12-10,SEA,SF,52.9,57.2,79.4,90.0,22.200000000000003,37.1,14.899999999999999,14.5,44.5,16.0,28.0,12.0,12.0,AWAY_COVER,UNDER
2023_14_BUF_KC,2023,14,2023-12-10,BUF,KC,70.5,71.1,76.4,76.0,5.300000000000011,5.5,0.19999999999998863,2.0,49.5,20.0,17.0,-3.0,-3.0,AWAY_COVER,UNDER
2023_14_DEN_LAC,2023,14,2023-12-10,DEN,LAC,72.7,68.3,69.8,71.9,1.5,-0.7999999999999972,-2.299999999999997,3.0,45.0,24.0,7.0,-17.0,-17.0,AWAY_COVER,UNDER
2023_14_PHI_DAL,2023,14,2023-12-10,PHI,DAL,76.6,69.5,80.0,90.9,10.5,14.300000000000011,3.8000000000000114,3.5,52.5,13.0,33.0,20.0,20.0,HOME_COVER,UNDER
2023_14_TEN_MIA,2023,14,2023-12-11,TEN,MIA,57.1,65.7,70.6,84.1,4.8999999999999915,26.999999999999993,22.1,14.0,45.0,28.0,27.0,-1.0,-1.0,AWAY_COVER,OVER
2023_14_GB_NYG,2023,14,2023-12-11,GB,NYG,70.1,43.4,75.5,66.1,32.1,-4.0,-36.1,-6.0,37.5,22.0,24.0,2.0,2.0,HOME_COVER,OVER
2023_15_LAC_LV,2023,15,2023-12-14,LAC,LV,68.3,68.5,71.9,75.3,3.4000000000000057,7.0,3.5999999999999943,3.0,36.0,21.0,63.0,42.0,42.0,HOME_COVER,OVER
2023_15_MIN_CIN,2023,15,2023-12-16,MIN,CIN,74.4,58.8,59.9,76.2,1.1000000000000014,1.7999999999999972,0.6999999999999957,3.0,41.5,24.0,27.0,3.0,3.0,AWAY_COVER,OVER
2023_15_PIT_IND,2023,15,2023-12-16,PIT,IND,45.2,71.7,88.1,79.4,16.39999999999999,34.2,17.80000000000001,1.5,41.5,13.0,30.0,17.0,17.0,HOME_COVER,OVER
2023_15_DEN_DET,2023,15,2023-12-16,DEN,DET,72.7,69.4,69.8,74.8,0.3999999999999915,2.0999999999999943,1.7000000000000028,5.5,49.0,17.0,42.0,25.0,25.0,HOME_COVER,OVER
2023_15_ATL_CAR,2023,15,2023-12-17,ATL,CAR,74.2,53.6,64.6,71.5,10.999999999999993,-2.700000000000003,-13.699999999999996,-3.0,32.0,7.0,9.0,2.0,2.0,HOME_COVER,UNDER
2023_15_TB_GB,2023,15,2023-12-17,TB,GB,70.6,70.1,74.9,75.5,4.800000000000011,4.900000000000006,0.09999999999999432,4.0,41.5,34.0,20.0,-14.0,-14.0,AWAY_COVER,OVER
2023_15_NYJ_MIA,2023,15,2023-12-17,NYJ,MIA,48.4,65.7,81.8,84.1,16.099999999999994,35.699999999999996,19.6,7.5,36.0,0.0,30.0,30.0,30.0,HOME_COVER,UNDER
