game_id,season,week,away_team,home_team,spread_line,total_line,spread_mean,total_mean,p_home_cover,p_over,bet_spread,bet_total,actual_home_score,actual_away_score,spread_sd,total_sd,actual_spread,actual_total,home_covered,over_hit,spread_result,total_result
2024_08_BAL_CLE,2024,8,BAL,CLE,8.5,45.0,8.500000000000005,44.99999999999999,0.54,0.58,,OVER,29.0,24.0,12.168566133119839,11.60289957923593,5.0,53.0,0.0,1.0,,1.0
2024_08_TEN_DET,2024,8,TEN,DET,-11.5,44.5,-11.499999999999998,44.5,0.48,0.42,,UNDER,52.0,14.0,13.325106695776467,10.751640417193785,38.0,66.0,1.0,1.0,,0.0
2024_08_GB_JAX,2024,8,GB,JAX,4.0,49.0,3.897440785673021,49.10255921432699,0.48,0.58,,OVER,27.0,30.0,17.892078476581755,14.15179250474492,-3.0,57.0,0.0,1.0,,1.0
2024_08_ARI_MIA,2024,8,ARI,MIA,-4.5,45.5,-4.5,45.5,0.52,0.44,,UNDER,27.0,28.0,14.119323409359035,14.515580860441927,-1.0,55.0,1.0,1.0,,0.0
2024_08_NYJ_NE,2024,8,NYJ,NE,7.0,41.0,6.91780821917808,41.08219178082192,0.56,0.5,HOME,,25.0,22.0,16.7444431122907,17.637425267179943,3.0,47.0,0.0,1.0,0.0,
2024_08_ATL_TB,2024,8,ATL,TB,2.5,46.0,2.4999999999999982,45.99999999999999,0.48,0.48,,,26.0,31.0,15.621987207085064,13.38758250270045,-5.0,57.0,0.0,1.0,,
2024_08_NO_LAC,2024,8,NO,LAC,-7.0,41.0,-7.0,41.00000000000001,0.6,0.5,HOME,,26.0,8.0,16.38286331256667,12.812313393198815,18.0,34.0,1.0,0.0,1.0,
2024_08_BUF_SEA,2024,8,BUF,SEA,3.0,45.0,3.0123966942148765,45.01239669421488,0.54,0.5,,,10.0,31.0,14.523725905073364,11.852231622790304,-21.0,41.0,0.0,0.0,,
2024_08_KC_LV,2024,8,KC,LV,9.5,41.0,9.500000000000002,41.00000000000001,0.56,0.42,HOME,UNDER,20.0,27.0,14.180307621807797,11.17897734485716,-7.0,47.0,0.0,1.0,0.0,0.0
2024_08_CHI_WAS,2024,8,CHI,WAS,1.0,45.5,1.0000000000000007,45.5,0.48,0.5,,,18.0,15.0,13.311389571060541,11.103261312931386,3.0,33.0,1.0,0.0,,
2024_08_DAL_SF,2024,8,DAL,SF,-4.5,47.0,-4.468017492711378,47.03198250728864,0.52,0.48,,,30.0,24.0,17.028958585604894,16.629697285192098,6.0,54.0,1.0,1.0,,
2024_08_NYG_PIT,2024,8,NYG,PIT,-6.0,36.5,-6.0123301805674965,36.5123301805675,0.52,0.5,,,26.0,18.0,15.038954077363256,15.9487531627511,8.0,44.0,1.0,1.0,,
