game_id,season,week,away_team,home_team,spread_line,total_line,spread_mean,total_mean,p_home_cover,p_over,bet_spread,bet_total,actual_home_score,actual_away_score,spread_sd,total_sd,actual_spread,actual_total,home_covered,over_hit,spread_result,total_result
2024_06_PIT_LV,2024,6,PIT,LV,3.0,36.5,2.9999999999999982,36.49999999999999,0.48,0.48,,,13.0,32.0,11.630116078526473,9.668939962581213,-19.0,45.0,0.0,1.0,,
2024_06_ATL_CAR,2024,6,ATL,CAR,6.0,45.5,6.000000000000003,45.5,0.46,0.535,,,20.0,38.0,11.012446367633308,10.628818137497696,-18.0,58.0,0.0,1.0,,
2024_06_DET_DAL,2024,6,DET,DAL,3.5,52.5,3.5000000000000013,52.50000000000001,0.495,0.44,,UNDER,9.0,47.0,11.12188832887653,10.183668297818814,-38.0,56.0,0.0,1.0,,0.0
2024_06_CIN_NYG,2024,6,CIN,NYG,3.5,46.0,3.4999999999999964,46.0,0.53,0.435,,UNDER,7.0,17.0,10.43704460084367,10.671475999129642,-10.0,24.0,0.0,0.0,,1.0
2024_06_BUF_NYJ,2024,6,BUF,NYJ,1.0,42.0,0.9914250000000014,42.008575,0.54,0.49,,,20.0,23.0,11.474596848882099,11.053210748211354,-3.0,43.0,0.0,1.0,,
2024_07_DEN_NO,2024,7,DEN,NO,3.0,37.0,3.0000000000000018,37.00000000000002,0.545,0.48,,,10.0,33.0,11.221986232392196,10.073915574393105,-23.0,43.0,0.0,1.0,,
2024_07_NE_JAX,2024,7,NE,JAX,-6.5,42.0,-6.500000000000003,41.99999999999999,0.495,0.5,,,32.0,16.0,10.324727599312245,9.40154774491945,16.0,48.0,1.0,1.0,,
2024_07_SEA_ATL,2024,7,SEA,ATL,-3.0,51.5,-2.9999999999999964,51.5,0.43,0.51,AWAY,,14.0,34.0,12.46851133856805,10.800267357801843,-20.0,48.0,0.0,0.0,1.0,
2024_07_TEN_BUF,2024,7,TEN,BUF,-9.0,41.0,-8.897475000000004,41.102524999999986,0.51,0.435,,UNDER,34.0,10.0,10.967257895635308,10.748918352530872,24.0,44.0,1.0,1.0,,0.0
2024_07_CIN_CLE,2024,7,CIN,CLE,5.5,42.0,5.5,42.0,0.455,0.49,,,14.0,21.0,10.757787876696584,10.45452533594902,-7.0,35.0,0.0,0.0,,
2024_07_HOU_GB,2024,7,HOU,GB,-3.0,48.0,-2.9999999999999987,48.0,0.47,0.48,,,24.0,22.0,12.187328460331244,10.114938210389619,2.0,46.0,1.0,0.0,,
2024_07_MIA_IND,2024,7,MIA,IND,-3.0,44.0,-2.995799999999999,44.00420000000001,0.545,0.44,,UNDER,16.0,10.0,11.551210991060634,9.316028303950134,6.0,26.0,1.0,0.0,,1.0
2024_07_DET_MIN,2024,7,DET,MIN,-1.0,50.5,-1.0071999999999985,50.50720000000001,0.515,0.46,,,29.0,31.0,12.736042837553585,11.101691184679927,-2.0,60.0,0.0,1.0,,
2024_07_PHI_NYG,2024,7,PHI,NYG,3.0,42.0,2.9999999999999973,41.99999999999999,0.555,0.44,,UNDER,3.0,28.0,10.529927587595273,9.249106713623753,-25.0,31.0,0.0,0.0,,1.0
2024_07_CAR_WAS,2024,7,CAR,WAS,-9.5,51.0,-9.471399999999996,51.028600000000004,0.44,0.49,AWAY,,40.0,7.0,11.861143580616499,11.074384634822831,33.0,47.0,1.0,0.0,0.0,
2024_07_KC_SF,2024,7,KC,SF,-2.0,47.5,-2.0000000000000004,47.50000000000001,0.52,0.475,,,18.0,28.0,14.334112285035303,10.371324650207416,-10.0,46.0,0.0,0.0,,
2024_07_NYJ_PIT,2024,7,NYJ,PIT,2.0,40.0,1.9999999999999967,39.99999999999999,0.475,0.46,,,37.0,15.0,11.532436863039832,10.464779022989449,22.0,52.0,1.0,1.0,,
2024_07_BAL_TB,2024,7,BAL,TB,3.5,51.0,3.4999999999999982,51.0,0.545,0.525,,,31.0,41.0,13.915642277667244,10.540094876233326,-10.0,72.0,0.0,1.0,,
2024_07_LAC_ARI,2024,7,LAC,ARI,1.5,44.0,1.5133249999999987,44.01332499999999,0.445,0.465,,,17.0,15.0,11.435263992115575,10.376660593339988,2.0,32.0,1.0,0.0,,
2024_08_PHI_CIN,2024,8,PHI,CIN,-2.5,47.5,-2.499999999999999,47.50000000000001,0.53,0.565,,OVER,17.0,37.0,11.778671402157375,9.99671946190349,-20.0,54.0,0.0,1.0,,1.0
2024_08_BAL_CLE,2024,8,BAL,CLE,8.5,44.5,8.478875000000002,44.52112499999999,0.475,0.595,,OVER,29.0,24.0,11.032859641062013,10.535383920834352,5.0,53.0,0.0,1.0,,1.0
2024_08_TEN_DET,2024,8,TEN,DET,-11.5,45.0,-11.399125000000003,45.100875,0.585,0.53,HOME,,52.0,14.0,11.390362970923052,10.575849190933795,38.0,66.0,1.0,1.0,1.0,
2024_08_IND_HOU,2024,8,IND,HOU,-5.0,45.0,-5.0,45.0,0.475,0.44,,UNDER,23.0,20.0,11.828329341035444,10.437402694157202,3.0,43.0,1.0,0.0,,1.0
2024_08_GB_JAX,2024,8,GB,JAX,4.0,49.0,4.000000000000001,49.0,0.535,0.545,,,27.0,30.0,11.985370248765784,11.777992188824037,-3.0,57.0,0.0,1.0,,
2024_08_ARI_MIA,2024,8,ARI,MIA,-4.5,46.5,-4.500000000000001,46.5,0.615,0.44,HOME,UNDER,27.0,28.0,10.889885215189368,11.317822228679862,-1.0,55.0,1.0,1.0,1.0,0.0
2024_08_NYJ_NE,2024,8,NYJ,NE,7.0,41.0,6.999999999999999,40.99999999999999,0.445,0.37,,UNDER,25.0,22.0,11.097385953457689,9.75335711434786,3.0,47.0,0.0,1.0,,0.0
2024_08_ATL_TB,2024,8,ATL,TB,2.5,47.0,2.499999999999998,47.0,0.565,0.425,HOME,UNDER,26.0,31.0,12.561081760740196,10.227872457163318,-5.0,57.0,0.0,1.0,0.0,0.0
2024_08_NO_LAC,2024,8,NO,LAC,-7.0,41.5,-7.0,41.50000000000001,0.51,0.465,,,26.0,8.0,11.490421010563539,11.006178946391886,18.0,34.0,1.0,0.0,,
2024_08_BUF_SEA,2024,8,BUF,SEA,3.0,45.5,3.0,45.5,0.47,0.475,,,10.0,31.0,12.468872242508542,9.932672097678449,-21.0,41.0,0.0,0.0,,
2024_08_CAR_DEN,2024,8,CAR,DEN,-11.0,40.5,-11.0,40.50000000000001,0.43,0.505,AWAY,,28.0,14.0,10.976224305288227,10.028938129233824,14.0,42.0,1.0,1.0,0.0,
2024_08_KC_LV,2024,8,KC,LV,9.5,42.0,9.439799999999998,42.060199999999995,0.56,0.44,HOME,UNDER,20.0,27.0,11.959904345771333,10.808724992338366,-7.0,47.0,0.0,1.0,0.0,0.0
2024_08_CHI_WAS,2024,8,CHI,WAS,1.0,46.5,1.0000000000000024,46.49999999999999,0.55,0.555,,OVER,18.0,15.0,12.688143087150301,10.601743960311435,3.0,33.0,1.0,0.0,,0.0
2024_08_DAL_SF,2024,8,DAL,SF,-4.5,48.0,-4.500000000000001,48.00000000000002,0.495,0.54,,,30.0,24.0,11.208385253907005,10.223380067277166,6.0,54.0,1.0,1.0,,
2024_08_NYG_PIT,2024,8,NYG,PIT,-6.0,37.5,-5.9999999999999964,37.50000000000001,0.535,0.485,,,26.0,18.0,11.299308607167077,9.22848714578939,8.0,44.0,1.0,1.0,,
