week,game,bet_type,bet_side,line,edge,stake,result,profit,actual_margin,actual_total,predicted_margin,predicted_total,confidence,clv
4,JAX@SF,spread,home,-3.5,1.5241551039573145,55.00000000000001,LOSS,-55.00000000000001,-5,47,-1.9758448960426855,47.43688547604364,0.55,0.0
4,BAL@KC,spread,home,2.5,5.001880546437055,72.5,WIN,65.9025,17,57,7.501880546437055,51.77628394423354,0.725,0.0
4,BAL@KC,total,over,48.5,3.2762839442335405,72.5,WIN,65.9025,17,57,7.501880546437055,51.77628394423354,0.725,0.0
4,CHI@LV,spread,away,-1.5,1.23931832004273,60.0,LOSS,-60.0,-1,49,-2.73931832004273,45.77460692919021,0.6,-0.0
4,CHI@LV,total,under,47.5,1.7253930708097869,60.0,LOSS,-60.0,-1,49,-2.73931832004273,45.77460692919021,0.6,-0.0
4,GB@DAL,spread,home,7.0,1.1564783030550352,72.5,LOSS,-72.5,0,80,8.156478303055035,54.43632241581933,0.725,0.0
4,GB@DAL,total,over,47.5,6.936322415819333,72.5,WIN,65.9025,0,80,8.156478303055035,54.43632241581933,0.725,0.0
4,NYJ@MIA,spread,home,-2.5,2.830662838276237,72.5,WIN,65.9025,6,48,0.3306628382762371,47.955548756689076,0.725,0.5
4,NYJ@MIA,total,over,45.5,2.455548756689076,72.5,WIN,65.9025,6,48,0.3306628382762371,47.955548756689076,0.725,-1.0
4,CIN@DEN,spread,home,-7.5,2.5772987608463396,62.5,WIN,56.8125,25,31,-4.92270123915366,51.94976435153411,0.625,0.0
4,CIN@DEN,total,over,44.5,7.449764351534107,62.5,LOSS,-62.5,25,31,-4.92270123915366,51.94976435153411,0.625,0.0
5,MIN@CLE,spread,away,4.5,2.007734903586251,55.00000000000001,WIN,49.99500000000001,-4,38,2.492265096413749,36.91936852246507,0.55,-0.0
5,LV@IND,spread,home,-7.0,9.561415395707456,72.5,WIN,65.9025,34,46,2.5614153957074564,50.40417981790218,0.725,0.0
5,LV@IND,total,over,47.5,2.9041798179021825,72.5,LOSS,-72.5,34,46,2.5614153957074564,50.40417981790218,0.725,0.0
5,NYG@NO,spread,away,-1.5,2.747343207987086,72.5,LOSS,-72.5,12,40,-4.247343207987086,43.66555618250265,0.725,-0.0
5,DAL@NYJ,spread,away,2.5,4.704315442977777,72.5,WIN,65.9025,-15,59,-2.2043154429777774,49.844005089367876,0.725,-0.0
5,DAL@NYJ,total,over,47.5,2.344005089367876,72.5,WIN,65.9025,-15,59,-2.2043154429777774,49.844005089367876,0.725,0.0
5,DEN@PHI,spread,home,-3.5,1.2324645515073342,62.5,LOSS,-62.5,-4,38,-2.2675354484926658,47.98589178546941,0.625,0.0
5,DEN@PHI,total,over,43.5,4.485891785469413,62.5,LOSS,-62.5,-4,38,-2.2675354484926658,47.98589178546941,0.625,0.0
5,MIA@CAR,spread,away,1.5,1.4448717707176821,60.0,LOSS,-60.0,3,51,0.055128229282317864,47.58219892990374,0.6,-0.0
5,MIA@CAR,total,over,45.5,2.08219892990374,60.0,WIN,54.54,3,51,0.055128229282317864,47.58219892990374,0.6,0.0
5,HOU@BAL,spread,away,2.5,3.242281500301321,72.5,WIN,65.9025,-34,54,-0.742281500301321,42.16994745421583,0.725,-0.0
5,HOU@BAL,total,over,40.5,1.66994745421583,72.5,WIN,65.9025,-34,54,-0.742281500301321,42.16994745421583,0.725,0.0
5,TEN@ARI,spread,home,-7.5,5.950360142021793,72.5,WIN,65.9025,-1,43,-1.5496398579782067,42.71573045204692,0.725,0.0
5,TB@SEA,spread,home,-3.5,2.6567023119383726,67.5,WIN,61.3575,-3,73,-0.8432976880616274,49.664593456520265,0.675,0.0
5,TB@SEA,total,over,44.5,5.164593456520265,67.5,WIN,61.3575,-3,73,-0.8432976880616274,49.664593456520265,0.675,0.0
5,DET@CIN,spread,away,10.5,3.344941338183707,62.5,WIN,56.8125,-13,61,7.155058661816293,55.98427228568044,0.625,-0.0
5,DET@CIN,total,over,49.5,6.48427228568044,62.5,WIN,56.8125,-13,61,7.155058661816293,55.98427228568044,0.625,0.0
5,NE@BUF,spread,home,-8.5,2.8807496775516075,62.5,WIN,56.8125,-3,43,-5.6192503224483925,51.463628048745576,0.625,0.0
5,NE@BUF,total,over,49.5,1.9636280487455764,62.5,LOSS,-62.5,-3,43,-5.6192503224483925,51.463628048745576,0.625,0.0
5,KC@JAX,spread,away,3.5,4.85738812037877,72.5,WIN,65.9025,3,59,-1.3573881203787703,51.08028183059669,0.725,-0.0
5,KC@JAX,total,over,46.5,4.5802818305966895,72.5,WIN,65.9025,3,59,-1.3573881203787703,51.08028183059669,0.725,-1.0
6,PHI@NYG,spread,away,7.0,2.9618785577945808,62.5,LOSS,-62.5,17,51,4.038121442205419,44.59192109856074,0.625,-0.0
6,PHI@NYG,total,over,40.5,4.091921098560739,62.5,WIN,56.8125,17,51,4.038121442205419,44.59192109856074,0.625,0.0
6,DEN@NYJ,spread,away,7.5,4.54433333890231,72.5,WIN,65.9025,-2,24,2.9556666610976903,45.459868780996246,0.725,-0.0
6,DEN@NYJ,total,over,43.5,1.9598687809962456,72.5,LOSS,-72.5,-2,24,2.9556666610976903,45.459868780996246,0.725,0.0
6,ARI@IND,spread,home,-7.0,6.553850812781165,72.5,WIN,65.9025,4,58,-0.44614918721883523,52.688282741296455,0.725,0.0
6,ARI@IND,total,over,46.5,6.1882827412964545,72.5,WIN,65.9025,4,58,-0.44614918721883523,52.688282741296455,0.725,0.0
6,LAC@MIA,spread,away,4.5,1.7646217183033288,62.5,WIN,56.8125,-2,56,2.735378281696671,49.642779320960614,0.625,-0.0
6,LAC@MIA,total,over,44.5,5.142779320960614,62.5,WIN,56.8125,-2,56,2.735378281696671,49.642779320960614,0.625,0.0
6,NE@NO,spread,away,3.5,5.340611378728907,72.5,WIN,65.9025,-6,44,-1.840611378728907,46.97472502451691,0.725,-0.0
6,CLE@PIT,spread,home,-5.5,6.042664154164641,72.5,WIN,65.9025,14,32,0.5426641541646413,42.32817045433123,0.725,0.0
6,CLE@PIT,total,over,37.5,4.828170454331229,72.5,LOSS,-72.5,14,32,0.5426641541646413,42.32817045433123,0.725,0.0
6,DAL@CAR,spread,away,3.0,4.871593214657015,72.5,LOSS,-72.5,3,57,-1.8715932146570147,53.356966709621446,0.725,-0.0
6,DAL@CAR,total,over,49.5,3.856966709621446,72.5,WIN,65.9025,3,57,-1.8715932146570147,53.356966709621446,0.725,0.0
6,SEA@JAX,spread,away,1.5,2.6809712234347565,72.5,WIN,65.9025,-8,32,-1.1809712234347565,50.11749304482849,0.725,-0.0
6,SEA@JAX,total,over,47.5,2.6174930448284925,72.5,LOSS,-72.5,-8,32,-1.1809712234347565,50.11749304482849,0.725,0.0
6,TEN@LV,spread,home,-3.5,1.6288765723209548,55.00000000000001,WIN,49.99500000000001,10,30,-1.8711234276790452,39.10241740542,0.55,0.0
6,TEN@LV,total,under,41.5,2.397582594580001,55.00000000000001,WIN,49.99500000000001,10,30,-1.8711234276790452,39.10241740542,0.55,-0.0
6,CIN@GB,spread,home,-14.0,3.3891750219308765,62.5,WIN,56.8125,9,45,-10.610824978069124,50.85499055668218,0.625,0.0
6,CIN@GB,total,over,44.5,6.354990556682182,62.5,WIN,56.8125,9,45,-10.610824978069124,50.85499055668218,0.625,0.0
6,SF@TB,spread,home,-3.0,2.752043071081696,72.5,WIN,65.9025,11,49,-0.2479569289183039,47.74983416563207,0.725,0.0
6,DET@KC,spread,home,-2.5,1.8314273584675755,67.5,WIN,61.3575,13,47,-0.6685726415324245,59.32626340490666,0.675,0.0
6,DET@KC,total,over,52.5,6.826263404906662,67.5,LOSS,-67.5,13,47,-0.6685726415324245,59.32626340490666,0.675,0.0
6,BUF@ATL,spread,away,4.5,4.413698455367311,72.5,LOSS,-72.5,10,38,0.08630154463268891,50.95864185953669,0.725,-0.0
7,PIT@CIN,total,over,44.5,7.052713620825578,62.5,WIN,56.8125,2,64,4.673760210152589,51.55271362082558,0.625,0.0
7,NO@CHI,spread,home,-4.5,3.2999397216897686,72.5,WIN,65.9025,12,40,-1.2000602783102314,43.638023841300715,0.725,0.0
7,NO@CHI,total,under,46.5,2.861976158699285,72.5,WIN,65.9025,12,40,-1.2000602783102314,43.638023841300715,0.725,-0.0
7,MIA@CLE,spread,away,-2.5,1.348516766074007,64.99999999999999,LOSS,-64.99999999999999,25,37,-3.848516766074007,39.057103841971625,0.6499999999999999,-0.0
7,MIA@CLE,total,over,37.5,1.5571038419716245,64.99999999999999,LOSS,-64.99999999999999,25,37,-3.848516766074007,39.057103841971625,0.6499999999999999,0.0
7,NE@TEN,spread,away,7.0,6.627863709310977,72.5,WIN,65.9025,-18,44,0.3721362906890233,43.846101692982515,0.725,-0.0
7,NE@TEN,total,over,41.5,2.346101692982515,72.5,WIN,65.9025,-18,44,0.3721362906890233,43.846101692982515,0.725,0.0
7,LV@KC,spread,home,-11.5,10.598835214577734,72.5,WIN,65.9025,31,31,-0.9011647854222655,48.42911990390563,0.725,0.0
7,LV@KC,total,over,45.5,2.9291199039056295,72.5,LOSS,-72.5,31,31,-0.9011647854222655,48.42911990390563,0.725,0.0
7,PHI@MIN,spread,away,1.5,2.9907691323051,72.5,WIN,65.9025,-6,50,-1.4907691323051,47.82372938838356,0.725,-0.0
7,PHI@MIN,total,over,43.5,4.323729388383562,72.5,WIN,65.9025,-6,50,-1.4907691323051,47.82372938838356,0.725,0.0
7,NYG@DEN,spread,home,-7.0,4.121295720708708,72.5,WIN,65.9025,1,65,-2.8787042792912922,46.876253998263934,0.725,0.0
7,NYG@DEN,total,over,39.5,7.376253998263934,72.5,WIN,65.9025,1,65,-2.8787042792912922,46.876253998263934,0.725,0.0
7,IND@LAC,spread,away,-1.5,1.6602934618727319,72.5,WIN,65.9025,-14,62,-3.160293461872732,55.92012858556525,0.725,-0.0
7,IND@LAC,total,over,48.5,7.4201285855652515,72.5,WIN,65.9025,-14,62,-3.160293461872732,55.92012858556525,0.725,0.0
7,GB@ARI,spread,away,6.5,2.7251264013517296,62.5,WIN,56.8125,-4,50,3.7748735986482704,49.16870473631788,0.625,-0.0
7,GB@ARI,total,over,45.5,3.6687047363178777,62.5,WIN,56.8125,-4,50,3.7748735986482704,49.16870473631788,0.625,0.0
7,ATL@SF,spread,home,-2.5,2.007565320974967,60.0,WIN,54.54,10,30,-0.4924346790250329,46.82087980367359,0.6,0.0
7,TB@DET,spread,home,-5.5,4.226824192140729,72.5,WIN,65.9025,15,33,-1.2731758078592712,56.39515069178642,0.725,0.5
7,TB@DET,total,over,52.5,3.8951506917864194,72.5,LOSS,-72.5,15,33,-1.2731758078592712,56.39515069178642,0.725,1.0
7,HOU@SEA,spread,home,-3.0,1.502367592211255,62.5,WIN,56.8125,8,46,-1.497632407788745,48.60638062116897,0.625,0.0
7,HOU@SEA,total,over,41.5,7.106380621168967,62.5,WIN,56.8125,8,46,-1.497632407788745,48.60638062116897,0.625,0.0
